City,City Name
kadaura,kadaura
kadi,kadi
kadipur,kadipur
kadiri,kadiri
kadod,kadod
kadur,kadur
kagal,kagal
kaikalur,kaikalur
kailaras,kailaras
kailashahar,kailashahar
kaimganj,kaimganj
kaimori,kaimori
kaintaragarh,kaintaragarh
kairana,kairana
kaithal,kaithal
kakching,kakching
kakinada,kakinada
kakori,kakori
kakrala,kakrala
kaladhungi,kaladhungi
kalagarh,kalagarh
kalaikunda,kalaikunda
kalakkadu,kalakkadu
kalamb,kalamb
kalamnuri,kalamnuri
kalanaur,kalanaur
kalanwali,kalanwali
kalas,kalas
kalavad,kalavad
kalavai,kalavai
kalghatgi,kalghatgi
kalikapur,kalikapur
kalimpang,kalimpang
kalina-khas,kalina-khas
kalinagar,kalinagar
kaliyaganj,kaliyaganj
kalka,kalka
kallakkurichchi,kallakkurichchi
kallidaikurichchi,kallidaikurichchi
kallupatti,kallupatti
kalmeshwar,kalmeshwar
kalna,kalna
kalol,kalol
kalpetta,kalpetta
kalpi,kalpi
kalugumalai,kalugumalai
kalundri,kalundri
kalyan,kalyan
kalyandurg,kalyandurg
kalyani,kalyani
kamakhyanagar,kamakhyanagar
kamalapuram,kamalapuram
kamalganj,kamalganj
kamalpur,kamalpur
kaman,kaman
kamareddi,kamareddi
kamarhati,kamarhati
kambam,kambam
kampil,kampil
kampli,kampli
kamthi,kamthi
kamudi,kamudi
kanadukattan,kanadukattan
kanakapura,kanakapura
kanchipuram,kanchipuram
kanchrapara,kanchrapara
kandhla,kandhla
kandla,kandla
kandla aerodrome,kandla-aerodrome
kandra,kandra
kandri,kandri
kandukur,kandukur
kangayam,kangayam
kangra,kangra
kanigiri,kanigiri
kankauli,kankauli
kanke,kanke
kanker,kanker
kankipadu,kankipadu
kankon,kankon
kannad,kannad
kannangad,kannangad
kannauj,kannauj
kanniyakumari,kanniyakumari
kannod,kannod
kanodar,kanodar
kanor,kanor
kanpur,kanpur
kanpur chakeri,kanpur-chakeri
kant,kant
kantabanji,kantabanji
kanth,kanth
kantilo,kantilo
kanuru,kanuru
kapadvanj,kapadvanj
kapren,kapren
kaptanganj,kaptanganj
kapurthala,kapurthala
karaikal,karaikal
karaikkudi,karaikkudi
karamadai,karamadai
karambakkudi,karambakkudi
karamsad,karamsad
karanja,karanja
karari,karari
karauli,karauli
kareli,kareli
karera,karera
kargil,kargil
karhal,karhal
karimganj,karimganj
karimnagar,karimnagar
karimpur,karimpur
kariyapatti,kariyapatti
karjat,karjat
karkal,karkal
karmala,karmala
karnal,karnal
karrapur,karrapur
karsiyang,karsiyang
kartarpur,kartarpur
karumbakkam,karumbakkam
karur,karur
karwar,karwar
kasaragod,kasaragod
kasauli,kasauli
kasganj,kasganj
kashipur,kashipur
kasrawad,kasrawad
katangi,katangi
katghora,katghora
kathor,kathor
kathua,kathua
kati,kati
katihar,katihar
katol,katol
katoya,katoya
katpadi,katpadi
katpur,katpur
katra,katra
katras,katras
kattivakkam,kattivakkam
kattuputtur,kattuputtur
kavali,kavali
kavaratti,kavaratti
kaverippattanam,kaverippattanam
kawant,kawant
kawardha,kawardha
kayalpattinam,kayalpattinam
kayankulam,kayankulam
kayattar,kayattar
kekri,kekri
kelamangalam,kelamangalam
kemri,kemri
kenda,kenda
kendraparha,kendraparha
kenduadih,kenduadih
kerur,kerur
keshod,keshod
keshorai patan,keshorai-patan
kesinga,kesinga
khachrod,khachrod
khada,khada
khadki,khadki
khaga,khaga
khagaria,khagaria
khagaul,khagaul
khailar,khailar
khair,khair
khairabad,khairabad
khairagarh,khairagarh
khajuraho,khajuraho
khalilabad,khalilabad
khallikot,khallikot
khamanon,khamanon
khamaria,khamaria
khambhaliya,khambhaliya
khambhat,khambhat
khamgaon,khamgaon
khamharia,khamharia
khammam,khammam
khanapur,khanapur
khandela,khandela
khandwa,khandwa
khanna,khanna
khanpur,khanpur
khapa,khapa
kharagpur,kharagpur
kharakvasla,kharakvasla
kharar,kharar
khardah,khardah
kharela,kharela
khargapur,khargapur
khargon,khargon
khargupur,khargupur
kharhial,kharhial
kharkhauda,kharkhauda
kharod,kharod
kharsawan,kharsawan
kharsia,kharsia
kharupatia,kharupatia
khatauli,khatauli
khategaon,khategaon
khatima,khatima
khatra,khatra
khaur,khaur
khawhai,khawhai
khed,khed
khed-brahma,khed-brahma
kheda,kheda
khekra,khekra
khemkaran,khem-karan
kheralu,kheralu
kheri,kheri
kheri-sampla,kheri-sampla
khetia,khetia
khetri,khetri
khilchipur,khilchipur
khirkian,khirkian
khonsa,khonsa
khopoli,khopoli
khowai,khowai
khudaganj,khudaganj
khujner,khujner
khuldabad,khuldabad
khunti,khunti
khurai,khurai
khurda,khurda
khurja,khurja
khusropur,khusropur
khutar,khutar
kichha,kichha
kil-valur,kil-valur
kilakarai,kilakarai
kinwat,kinwat
kirakat,kirakat
kiranur,kiranur
kiraoli,kiraoli
kiratpur,kiratpur
kiri-buru,kiri-buru
kishanganj,kishanganj
kishangarh,kishangarh
kishanpur,kishanpur
kishni,kishni
kishtwar,kishtwar
kithor,kithor
kizhake chalakudi,kizhake-chalakudi
koath,koath
kochbihar,koch-bihar
kochinda,kochinda
kodaikanal,kodaikanal
kodala,kodala
kodar,kodar
kodarma,kodarma
kodigenahalli,kodigenahalli
kodinar,kodinar
kodlipet,kodlipet
kodoli,kodoli
kodumudi,kodumudi
kodungallur,kodungallur
koelwar,koelwar
kohima,kohima
kokrajhar,kokrajhar
kolachel,kolachel
kolar,kolar
kolaras,kolaras
kolhapur,kolhapur
kollegal,kollegal
kolosib,kolosib
kombai,kombai
konanur,konanur
konarka,konarka
konch,konch
kondagaon,kondagaon
kondalwadi,kondalwadi
kondapalle,kondapalle
konganapuram,konganapuram
konnagar,konnagar
konnur,konnur
kopaganj,kopaganj
kopargaon,kopargaon
koppa,koppa
koppal,koppal
koradachcheri,koradachcheri
koradih,koradih
korampallam,korampallam
koraput,koraput
koratagere,koratagere
koratla,koratla
korba,korba
koregaon,koregaon
korwai,korwai
kosamba,kosamba
kosi,kosi
kosigi,kosigi
kotisakhan,kot-isa-khan
kotkhai,kot-khai
kotputli,kot-putli
kota,kota
kota aerodrome,kota-aerodrome
kotagiri,kotagiri
kotamangalam,kotamangalam
kotaparh,kotaparh
kotar,kotar
kotdwara,kotdwara
kothapet,kothapet
kothi,kothi
kotkapura,kotkapura
kotma,kotma
kotra,kotra
kottagudem,kottagudem
kottaiyur,kottaiyur
kottapalli,kottapalli
kottayam,kottayam
kotturu,kotturu
kotwa,kotwa
kovalam,kovalam
kovilpatti,kovilpatti
kovur,kovur
kovvur,kovvur
krishnagiri,krishnagiri
krishnanagar,krishnanagar
krishnapur,krishnapur
krishnarajpet,krishnarajpet
kuchaiburi,kuchaiburi
kuchaman,kuchaman
kuchera,kuchera
kud,kud
kudachi,kudachi
kudal,kudal
kudligi,kudligi
kuju,kuju
kukatpalli,kukatpalli
kukshi,kukshi
kulattur,kulattur
kulgam,kulgam
kulittalai,kulittalai
kulpahar,kulpahar
kulti,kulti
kulu,kulu
kumaralingam,kumaralingam
kumbakonam,kumbakonam
kumbhraj,kumbhraj
kumhari,kumhari
kumher,kumher
kumsi,kumsi
kumta,kumta
kundarkhi,kundarkhi
kundgol,kundgol
kundla,kundla
kunigal,kunigal
kunnamangalam,kunnamangalam
kunnamkulam,kunnamkulam
kunnattur,kunnattur
kuppam,kuppam
kupwara,kupwara
kurandvad,kurandvad
kurara,kurara
kurduvadi,kurduvadi
kurgunta,kurgunta
kurinjippadi,kurinjippadi
kurud,kurud
kushalgarh,kushalgarh
kushalnagar,kushalnagar
kushtagi,kushtagi
kutiyana,kutiyana
kuttalam,kuttalam
kuttanallur,kuttanallur
kuzhittura,kuzhittura
kyathampalle,kyathampalle
kyelang,kyelang
lachhmangarh sikar,lachhmangarh-sikar
ladnun,ladnun
ladwa,ladwa
lahar,lahar
laharpur,laharpur
lakheri,lakheri
lakhimpur,lakhimpur
lakhipur,lakhipur
lakhna,lakhna
lakhnadon,lakhnadon
lakhtar,lakhtar
lakhyabad,lakhyabad
laksar,laksar
lakshettipet,lakshettipet
lakshmeshwar,lakshmeshwar
lalbahadur nagar,lal-bahadur-nagar
lalganj,lalganj
lalgola,lalgola
lalgudi,lalgudi
lalitpur,lalitpur
lalpur,lalpur
lalsot,lalsot
lanja,lanja
lansdowne,lansdowne
lar,lar
lasalgaon,lasalgaon
latehar,latehar
lathi,lathi
latur,latur
laungowal,laungowal
lawarkhas,lawar-khas
leh,leh
leteri,leteri
limbdi,limbdi
lingsugur,lingsugur
lodhikheda,lodhikheda
lohaghat,lohaghat
lohardaga,lohardaga
loharu,loharu
lohogaon,lohogaon
lonar,lonar
lonavale,lonavale
londa,londa
loni,loni
lormi,lormi
losal,losal
luckeesarai,luckeesarai
lucknow,lucknow
amausi,lucknow-amausi
ludhiana,ludhiana
lumding railway colony,lumding-railway-colony
lunavada,lunavada
lunglei,lunglei
machalpur,machalpur
macherla,macherla
machhiwara,machhiwara
machhlishahr,machhlishahr
machilipatnam,machilipatnam
madambakkam,madambakkam
madanapalle,madanapalle
madanpur,madanpur
maddur,maddur
madgaon,madgaon
madhipura,madhipura
madhoganj,madhoganj
madhogarh,madhogarh
madhubani,madhubani
madhugiri,madhugiri
madhupur,madhupur
madhyamgram,madhyamgram
madikeri,madikeri
madipakkam,madipakkam
minambakkam,madras-minambakkam
madugula,madugula
madukkarai,madukkarai
madukkur,madukkur
madurai,madurai
madurantakam,madurantakam
magadi,magadi
magam,magam
maghar,maghar
mahabaleshwar,mahabaleshwar
mahaban,mahaban
mahad,mahad
mahalingpur,mahalingpur
maham,maham
maharajganj,maharajganj
mahasamund,mahasamund
mahbubabad,mahbubabad
mahbubnagar,mahbubnagar
mahe,mahe
mahemdavad,mahemdavad
mahendragarh,mahendragarh
maheshwar,maheshwar
mahgawan,mahgawan
mahiari,mahiari
mahishadal,mahishadal
mahmudabad,mahmudabad
mahoba,mahoba
maholi,maholi
mahroni,mahroni
mahudha,mahudha
mahur,mahur
mahwah,mahwah
maibong,maibong
maihar,maihar
mailani,mailani
mainaguri,mainaguri
maindargi,maindargi
mainpuri,mainpuri
mairang,mairang
mairwa,mairwa
majholi,majholi
majitha,majitha
makhjan,makhjan
makhu,makhu
makrana,makrana
maksi,maksi
makum,makum
malappuram,malappuram
malaut,malaut
malavalli,malavalli
malegaon,malegaon
maler kotla,maler-kotla
malhargarh,malhargarh
malihabad,malihabad
malkajgiri,malkajgiri
malkangiri,malkangiri
malkapur,malkapur
malkera,malkera
mallapuram,mallapuram
mallasamudram,mallasamudram
mallur,mallur
malpe,malpe
malpur,malpur
malpura,malpura
malur,malur
malvan,malvan
mamallapuram,mamallapuram
mamit,mamit
manali,manali
manalurpettai,manalurpettai
manamadurai,manamadurai
manappakkam,manappakkam
manapparai,manapparai
manasa,manasa
manavadar,manavadar
manavalakurichi,manavalakurichi
manawar,manawar
manchar,manchar
mancheral,mancheral
mandal,mandal
mandalgarh,mandalgarh
mandamarri,mandamarri
mandapam,mandapam
mandapeta,mandapeta
mandasa,mandasa
mandawar,mandawar
mandi,mandi
mandideep,mandideep
mandla,mandla
mandleshwar,mandleshwar
mandsaur,mandsaur
mandvi,mandvi
mandya,mandya
maner,maner
mangalagiri,mangalagiri
mangalam,mangalam
mangaldai,mangaldai
mangalore,mangalore
mangalore-bajpe,mangalore-bajpe
mangan,mangan
mangawan,mangawan
manglaur,manglaur
mangrol,mangrol
mangrul-pir,mangrul-pir
maniar,maniar
manihari,manihari
manikpur,manikpur
manjeri,manjeri
manjeshwara,manjeshwara
manjhanpur,manjhanpur
manjlegaon,manjlegaon
mankachar,mankachar
mankapur,mankapur
manmad,manmad
mannarakkat,mannarakkat
mannargudi,mannargudi
manohar-thana,manohar-thana
manoharpur,manoharpur
manor,manor
manpur,manpur
mansa,mansa
mansar,mansar
manthani,manthani
manuguru,manuguru
manvi,manvi
manwat,manwat
mapuca,mapuca
marahra,marahra
marakkanam,marakkanam
marandahalli,marandahalli
margherita,margherita
marhaura,marhaura
mariahu,mariahu
mariani,mariani
marigaon,marigaon
markapur,markapur
marmagao,marmagao
masaurhi-buzurg,masaurhi-buzurg
masila,masila
masinigudi,masinigudi
matabhanga,matabhanga
mataundh,mataundh
matheran,matheran
mathura,mathura
mattanur,mattanur
mattur,mattur
mau,mau
mauaimma,mau-aimma
maudaha,maudaha
mauganj,mauganj
maur,maur
maurawan,maurawan
mavelikara,mavelikara
mavur,mavur
mawana,mawana
mayakonda,mayakonda
mayang imphal,mayang-imphal
mayuram,mayuram
medak,medak
medinipur,medinipur
meerut,meerut
meghraj,meghraj
mehekar,mehekar
mehnagar,mehnagar
mehndawal,mehndawal
melukote,melukote
melur,melur
memari,memari
mendarda,mendarda
merta,merta
mettuppalaiyam,mettuppalaiyam
mettur,mettur
mhasla,mhasla
mhasvad,mhasvad
mihona,mihona
milak,milak
minjur,minjur
miranpur,miranpur
miranpur katra,miranpur-katra
mirganj,mirganj
mirialguda,mirialguda
mirik,mirik
misrikh,misrikh
modasa,modasa
moga,moga
mohali,mohali
mohan,mohan
mohanpur,mohanpur
mohanur,mohanur
mohgaon,mohgaon
mohiuddinnagar,mohiuddinnagar
mohpa,mohpa
moirang,moirang
mokama,mokama
mokokchung,mokokchung
mon,mon
monoharpur,monoharpur
moradabad,moradabad
moram,moram
moranha,moranha
morar,morar
morbi,morbi
morena,morena
morinda,morinda
morjim,morjim
morsi,morsi
morwa,morwa
moth,moth
motihari,motihari
mowar,mowar
mubarakpur,mubarakpur
mudbidri,mudbidri
muddebihal,muddebihal
mudgal,mudgal
mudhol,mudhol
mudigere,mudigere
mudkhed,mudkhed
mudukulattur,mudukulattur
mughalsarai,mughal-sarai
mugma,mugma
muhammadabad,muhammadabad
mukerian,mukerian
mukher,mukher
muktsar,muktsar
mul,mul
mulanur,mulanur
mulappilangad,mulappilangad
mulbagal,mulbagal
mulgund,mulgund
mulki,mulki
multai,multai
mumbai,mumbai
mundargi,mundargi
mundgod,mundgod
mundi,mundi
mundra,mundra
mundwa,mundwa
mungaoli,mungaoli
mungeli,mungeli
munger,munger
munirabad,munirabad
munnar,munnar
muradnagar,muradnagar
muragacha,muragacha
murbad,murbad
murgud,murgud
muri,muri
murliganj,murliganj
mursan,mursan
murshidabad,murshidabad
murtajapur,murtajapur
murud,murud
murudeshwara,murudeshwara
murwara,murwara
musafirkhana,musafirkhana
mushabani,mushabani
musiri,musiri
mussoorie,mussoorie
mustafabad,mustafabad
muttupet,muttupet
muvattupula,muvattupula
muvattupuzha,muvattupuzha
muzaffarnagar,muzaffarnagar
muzaffarpur,muzaffarpur
mysore,mysore
nabagram,nabagram
nabha,nabha
nadapuram,nadapuram
nadaun,nadaun
nadbai,nadbai
nadiad,nadiad
nadigaon,nadigaon
naduvattam,naduvattam
nagamangala,nagamangala
nagappattinam,nagappattinam
nagar,nagar
karnul,nagar-karnul
nagari,nagari
nagaur,nagaur
nagda,nagda
nagercoil,nagercoil
nagina,nagina
nagireddipalli,nagireddipalli
nagod,nagod
nagothana,nagothana
nagpur,nagpur
sonegaon,nagpur-sonegaon
nagram,nagram
nagrota,nagrota
nahan,nahan
naharlagun,naharlagun
nahorkatiya,nahorkatiya
naigarhi,naigarhi
naihati,naihati
naini-tal,naini-tal
nainpur,nainpur
nainwa,nainwa
najibabad,najibabad
nakodar,nakodar
naksalbari,naksalbari
nakur,nakur
nalagarh,nalagarh
naldurg,naldurg
nalgonda,nalgonda
nalhati,nalhati
naliya,naliya
namagiripettai,namagiripettai
namakkal,namakkal
nambiyur,nambiyur
nambutalai,nambutalai
namchi,namchi
namli,namli
namrup,namrup
nanauta,nanauta
nandambakkam,nandambakkam
nandgaon,nandgaon
nandigama,nandigama
nandikotkur,nandikotkur
nandura,nandura
nandurbar,nandurbar
nandyal,nandyal
nangal,nangal
nangavalli,nangavalli
nangi,nangi
nangilickondan,nangilickondan
nangloijat,nangloi-jat
nanguneri,nanguneri
nanjangud,nanjangud
nannilam,nannilam
nanpara,nanpara
napasar,napasar
naraina,naraina
naraini,naraini
narasannapeta,narasannapeta
narasapur,narasapur
narasaraopet,narasaraopet
narasimharajapura,narasimharajapura
narasingapuram,narasingapuram
narauli,narauli
naraura,naraura
naravarikuppam,naravarikuppam
narayanavanam,narayanavanam
narayangarh,narayangarh
narayanpet,narayanpet
naregal,naregal
narendranagar,narendranagar
nargund,nargund
narnaul,narnaul
narnaund,narnaund
naroda,naroda
narsimhapur,narsimhapur
narsinghgarh,narsinghgarh
narsingi,narsingi
narsipatnam,narsipatnam
narwana,narwana
narwar,narwar
nasik,nasik
nasirabad,nasirabad
naspur,naspur
nasriganj,nasriganj
nasrullahganj,nasrullahganj
nathdwara,nathdwara
nattam,nattam
nattarasankottai,nattarasankottai
naugachhia,naugachhia
nautanwa,nautanwa
navadwip,navadwip
navalgund,navalgund
navelim,navelim
nawa,nawa
nawada,nawada
nawai,nawai
nawalgarh,nawalgarh
nawanshahr,nawanshahr
nawashahr,nawashahr
nayabazar,naya-bazar
nayagarh,nayagarh
nayudupeta,nayudupeta
nazira,nazira
nedumangad,nedumangad
nelamangala,nelamangala
nellikkuppam,nellikkuppam
nellore,nellore
nepanagar,nepa-nagar
neral,neral
netarhat,netarhat
newdelhi,new-delhi
newdelhi palam,new-delhi-palam
newdelhi safdarjung,new-delhi-safdarjung
neyyattinkara,neyyattinkara
nichlaul,nichlaul
nidadavole,nidadavole
nidamangalam,nidamangalam
nihtaur,nihtaur
nilakkottai,nilakkottai
nilanga,nilanga
nileshwar,nileshwar
nilgiri,nilgiri
nilokheri,nilokheri
nimkathana,nim-ka-thana
nimaj,nimaj
nimaparha,nimaparha
nimbahera,nimbahera
nipani,nipani
nirmal,nirmal
nirmali,nirmali
nirsa,nirsa
niwari,niwari
nizamabad,nizamabad
noamundi,noamundi
nohar,nohar
noida,noida
nokha,nokha
nongpoh,nongpoh
nongstoin,nongstoin
north-guwahati,north-guwahati
north-lakhimpur,north-lakhimpur
north-vanlaiphai,north-vanlaiphai
nuh,nuh
numaligarh,numaligarh
nurmahal,nurmahal
nurpur,nurpur
nurpur-kalan,nurpur-kalan
nuzvid,nuzvid
nyamati,nyamati
odlabari,odlabari
odugattur,odugattur
ojhar,ojhar
okha,okha
olpad,olpad
omalur,omalur
ongole,ongole
orai,orai
orchha,orchha
osmanabad,osmanabad
ottappalam,ottappalam
pachmarhi,pachmarhi
pachora,pachora
pachperwa,pachperwa
padampur,padampur
paddhari,paddhari
padmanabhapuram,padmanabhapuram
padra,padra
padrauna,padrauna
pahalgam,pahalgam
pahasu,pahasu
paithan,paithan
pakala,pakala
pakaur,pakaur
palackattumala,palackattumala
palakkodu,palakkodu
palakollu,palakollu
palamedu,palamedu
palampur,palampur
palanpur,palanpur
palasa,palasa
palasbari,palasbari
palghar,palghar
palghat,palghat
pali,pali
paliakalan,palia-kalan
palitana,palitana
paliyad,paliyad
palkonda,palkonda
palladam,palladam
pallappatti,pallappatti
pallattur,pallattur
pallavaram,pallavaram
palle,palle
pallikondai,pallikondai
pallipattu,pallipattu
pallippatti,pallippatti
palmaner,palmaner
palni,palni
paloncha,paloncha
palwal,palwal
palwancha,palwancha
panagar,panagar
panaji,panaji
panara,panara
panchgani,panchgani
panchla,panchla
pandaria,pandaria
pandavapura,pandavapura
pandhana,pandhana
pandharpur,pandharpur
pandhurna,pandhurna
pandoh,pandoh
pandua,pandua
panhala,panhala
panihati,panihati
panipat,panipat
panna,panna
panruti,panruti
pansemal,pansemal
panvel,panvel
paontasahib,paonta-sahib
papanasam,papanasam
papireddippatti,papireddippatti
papparappatti,papparappatti
pappinisseri,pappinisseri
paradip-garh,paradip-garh
paramagudi,paramagudi
parasia,parasia
paravur,paravur
parbhani,parbhani
pardi,pardi
parichha,parichha
parichhatgarh,parichhatgarh
parlakimidi,parlakimidi
parli-vaijnath,parli-vaijnath
parnera,parnera
parol,parol
parola,parola
parshadepur,parshadepur
partapur,partapur
partur,partur
parvatipuram,parvatipuram
parvatsar,parvatsar
parwanoo,parwanoo
pasan,pasan
pasighat,pasighat
patamda,patamda
patamundai,patamundai
patancheru,patancheru
pataudi,pataudi
pathalgaon,pathalgaon
pathanamthitta,pathanamthitta
pathankot,pathankot
pathardi,pathardi
pathardih,pathardih
patharia,patharia
pathri,pathri
patiala,patiala
patiali,patiali
patnagarh,patnagarh
patrasaer,patrasaer
pattan,pattan
patti,patti
pattukkottai,pattukkottai
patuli,patuli
patur,patur
pauni,pauni
pauri,pauri
pavagada,pavagada
pavuluru,pavuluru
pawai,pawai
pawayan,pawayan
payyannur,payyannur
pedana,pedana
peddanakkalapalem,pedda-nakkalapalem
peddapalli,peddapalli
peddapuram,peddapuram
pehowa,pehowa
pendra,pendra
pennadam,pennadam
pennagaram,pennagaram
pennattur,pennattur
penugonda,penugonda
penukonda,penukonda
peraiyur,peraiyur
perambalur,perambalur
peranamallur,peranamallur
peranampattu,peranampattu
peravurani,peravurani
periyakulam,periyakulam
periyanayakkanpalaiyam,periyanayakkanpalaiyam
periyanegamam,periyanegamam
periyapatti,periyapatti
pernem,pernem
perumbavoor,perumbavoor
perumpavur,perumpavur
perundurai,perundurai
perungudi,perungudi
perur,perur
petlad,petlad
petlawad,petlawad
phagwara,phagwara
phalauda,phalauda
phalodi,phalodi
phaltan,phaltan
phaphund,phaphund
phariha,phariha
phek,phek
phillaur,phillaur
phirangipuram,phirangipuram
phulabani,phulabani
phulera,phulera
phulpur,phulpur
pihani,pihani
pilani,pilani
pilibangan,pilibangan
pilibhit,pilibhit
pilkhua,pilkhua
pimpri,pimpri
pinahat,pinahat
pindwara,pindwara
pinjaur,pinjaur
pipalkoti,pipalkoti
pipar,pipar
pipili,pipili
piploda,piploda
pipraich,pipraich
pipri,pipri
piravam,piravam
pirawa,pirawa
piriyapatna,piriyapatna
piro,piro
pitampura,pitampura
pithampur,pithampur
pithapuram,pithapuram
pithora,pithora
pithoragarh,pithoragarh
pokaran,pokaran
polasara,polasara
pollachi,pollachi
polur,polur
ponda,ponda
pondicherry,pondicherry
ponnamaravati,ponnamaravati
ponnampet,ponnampet
ponnani,ponnani
ponneri,ponneri
ponnur,ponnur
ponnuru,ponnuru
poonamallee,poonamallee
porbandar,porbandar
porsa,porsa
portblair,port-blair
porur,porur
powai,powai
pratapgarh,pratapgarh
proddatur,proddatur
pudukkottai,pudukkottai
puduppatti,puduppatti
pudur,pudur
puduvayal,puduvayal
pujali,pujali
pukhrayan,pukhrayan
pulgaon,pulgaon
pulivendla,pulivendla
puliyangudi,puliyangudi
puliyur,puliyur
pullambadi,pullambadi
pulwama,pulwama
punahana,punahana
punalur,punalur
punasa,punasa
punch,punch
pundri,pundri
pune,pune
punganuru,punganuru
punjai,punjai-puliyampatti
pupri,pupri
puranpur,puranpur
puri,puri
purna,purna
purnia,purnia
puruliya,puruliya
purushottampur,purushottampur
purwa,purwa
pusad,pusad
pushkar,pushkar
puttaparthi,puttaparthi
puttur,puttur
qadian,qadian
qasba,qasba
qazigund,qazigund
quepem,quepem
queula,queula
quilon,quilon
quthbullapur,quthbullapur
rabkavi,rabkavi
rabupura,rabupura
radaur,radaur
radhakund,radha-kund
radhanpur,radhanpur
raebareli,rae-bareli
rafiganj,rafiganj
raghogarh,raghogarh
raghudebbati,raghudebbati
raghunathpur,raghunathpur
raha,raha
rahatgarh,rahatgarh
rahimatpur,rahimatpur
rahon,rahon
rahuri,rahuri
raia,raia
raichur,raichur
raiganj,raiganj
raigarh,raigarh
raigarh-fort,raigarh-fort
raikot,raikot
raisen,raisen
raisinghnagar,raisinghnagar
raiwala,raiwala
rajnandgaon,raj-nandgaon
rajasansi,raja-sansi
rajahmundry,rajahmundry
rajakhera,rajakhera
rajaldesar,rajaldesar
rajampet,rajampet
rajapalaiyam,rajapalaiyam
rajapur,rajapur
rajauri,rajauri
rajgarh,rajgarh
rajgir,rajgir
rajgurunagar,rajgurunagar
rajkot,rajkot
rajmahal,rajmahal
rajnagar,rajnagar
rajpipla,rajpipla
rajpur,rajpur
rajpura,rajpura
rajsamand,rajsamand
rajula,rajula
rajur,rajur
rajura,rajura
ramdas,ram-das
ramachandrapuram,ramachandrapuram
ramanagaram,ramanagaram
ramanathapuram,ramanathapuram
ramanayyapeta,ramanayyapeta
ramanuj-ganj,ramanuj-ganj
ramapuram,ramapuram
ramban,ramban
rambha,rambha
ramchandrapur,ramchandrapur
rameswaram,rameswaram
ramganj mandi,ramganj-mandi
ramgarh,ramgarh
ramjibanpur,ramjibanpur
ramkola,ramkola
ramnagar,ramnagar
rampur,rampur
rampur hat,rampur-hat
rampura,rampura
ramtek,ramtek
ranaghat,ranaghat
ranapur,ranapur
ranavav,ranavav
ranchi,ranchi
rangapara,rangapara
rangia,rangia
rangpo,rangpo
rani,rani
rania,rania
ranibennur,ranibennur
raniganj,raniganj
ranikhet,ranikhet
ranipur,ranipur
ranir bazar,ranir-bazar
rapar,rapar
rasipuram,rasipuram
rasra,rasra
rasulabad,rasulabad
ratangarh,ratangarh
ratanpur,ratanpur
rath,rath
ratia,ratia
ratlam,ratlam
ratnagiri,ratnagiri
raver,raver
rawatbhata,rawatbhata
rawatsar,rawatsar
raxaul,raxaul
ray,ray
raya,raya
rayachoti,rayachoti
rayadrug,rayadrug
raybag,raybag
raypur,raypur
razam,razam
razole,razole
rehli,rehli
rehti,rehti
remuna,remuna
rengali,rengali
renigunta,renigunta
renukut,renukut
reoti,reoti
repalle,repalle
revadanda,revadanda
revelganj,revelganj
rewa,rewa
rewari,rewari
riasi,riasi
richha,richha
ringas,ringas
rishikesh,rishikesh
rishra,rishra
risod,risod
robertsganj,robertsganj
robertsonpet,robertsonpet
roha,roha
rohru,rohru
rohtak,rohtak
ron,ron
roorkee,roorkee
rourkela,rourkela-privat
rudarpur,rudarpur
rudraprayag,rudraprayag
rupnagar,rupnagar
rura,rura
rusera,rusera
sabalgarh,sabalgarh
sabathu,sabathu
sabrum,sabrum
sachin,sachin
sadabad,sadabad
sadalgi,sadalgi
sadaseopet,sadaseopet
sadat,sadat
sadri,sadri
safidon,safidon
safipur,safipur
sagar,sagar
sagauli,sagauli
sahapur,sahapur
saharanpur,saharanpur
saharsa,saharsa
sahaspur,sahaspur
sahaswan,sahaswan
sahawar,sahawar
sahibganj,sahibganj
saiha,saiha
sailana,sailana
sailu,sailu
saint thomas mount,saint-thomas-mount
sainthia,sainthia
sairang,sairang
saitlaw,saitlaw
sakit,sakit
sakleshpur,sakleshpur
sakti,sakti
saligao,saligao
salon,salon
salumbar,salumbar
salur,salur
samalkha,samalkha
samalkot,samalkot
samastipur,samastipur
samba,samba
sambalpur,sambalpur
sambhal,sambhal
sambhar,sambhar
samdari,samdari
samrala,samrala
samthar,samthar
sanand,sanand
sanaur,sanaur
sanawad,sanawad
sanchi,sanchi
sanchor,sanchor
sancoale,sancoale
sandi,sandi
sandila,sandila
sandur,sandur
sangamner,sangamner
sangareddi,sangareddi
sangaria,sangaria
sangli,sangli
sangod,sangod
sangola,sangola
sangrur,sangrur
sanguem,sanguem
sanivarsante,sanivarsante
sankarpur,sankarpur
sankeshwar,sankeshwar
sankheda,sankheda
sankrail,sankrail
sanquelim,sanquelim
santokhgarh,santokhgarh
santoshpur,santoshpur
sanvordem,sanvordem
sanwer,sanwer
saoner,saoner
sapatgram,sapatgram
sarahan,sarahan
saraiakil,sarai-akil
saraiekdil,sarai-ekdil
saraimir,sarai-mir
saraikela,saraikela
saraipali,saraipali
sarangarh,sarangarh
sarangpur,sarangpur
sarauli,sarauli
sardarshahr,sardarshahr
sardhana,sardhana
sardulgarh,sardulgarh
sargur,sargur
sarila,sarila
sarkaghat,sarka-ghat
sarkhej,sarkhej
sarubera,sarubera
